magnitude, phase, angfreq
2.42562,-252.536,460960
2.38936,-252.763,467380
2.35371,-252.987,473888
2.31866,-253.209,480487
2.28421,-253.428,487178
2.25033,-253.644,493962
2.21701,-253.858,500841
2.18425,-254.069,507815
2.15203,-254.278,514887
2.12034,-254.484,522057
2.08917,-254.688,529327
2.05852,-254.89,536698
2.02836,-255.089,544171
1.99869,-255.285,551749
1.9695,-255.479,559433
1.94078,-255.671,567223
1.91252,-255.861,575122
1.88472,-256.048,583131
1.85736,-256.233,591251
1.83043,-256.416,599484
1.80393,-256.596,607832
1.77785,-256.774,616297
1.75218,-256.95,624879
1.72691,-257.124,633580
1.70204,-257.295,642403
1.67755,-257.465,651349
1.65345,-257.632,660419
1.62972,-257.797,669616
1.60635,-257.96,678941
1.58335,-258.121,688395
1.5607,-258.28,697981
1.5384,-258.437,707701
1.51644,-258.592,717556
1.49481,-258.745,727548
1.47352,-258.896,737680
1.45254,-259.045,747952
1.43189,-259.192,758368
1.41154,-259.338,768928
1.39151,-259.481,779636
1.37177,-259.623,790493
1.35233,-259.762,801501
1.33318,-259.9,812662
1.31432,-260.037,823979
1.29574,-260.171,835453
1.27744,-260.304,847087
1.25941,-260.434,858883
1.24164,-260.564,870843
1.22414,-260.691,882970
1.2069,-260.817,895266
1.18991,-260.941,907733
1.17317,-261.064,920373
1.15667,-261.185,933190
1.14042,-261.304,946185
1.12441,-261.422,959361
1.10863,-261.538,972720
1.09308,-261.653,986266
1.07776,-261.766,1e+06
