magnitude, phase, angfreq
2.08854,-265.055,768928
2.05964,-265.123,779636
2.03116,-265.189,790493
2.00307,-265.255,801501
1.97538,-265.32,812662
1.94807,-265.384,823979
1.92115,-265.447,835453
1.8946,-265.51,847087
1.86842,-265.571,858883
1.84261,-265.632,870843
1.81716,-265.691,882970
1.79207,-265.75,895266
1.76733,-265.809,907733
1.74293,-265.866,920373
1.71887,-265.923,933190
1.69514,-265.979,946185
1.67175,-266.034,959361
1.64869,-266.088,972720
1.62594,-266.142,986266
1.60351,-266.194,1e+06
